item,itemLabel,startDate,endDate
Q16208852,Ohene Djan,1960,1966
,"Lieutenant-Colonel Paul Nkegbe(Commissioner for Education, Culture and Sports)",1973,
,"Colonel Emmanuel Obeng Nyante(Commissioner for Education, Youth and Culture)",,1975-10
Q472593,Colonel Kutu Acheampong,1975-10,1978-07
,E. R. K. Dwemoh,1978,1979-01
Q80345478,Kofi Badu,1979-01,1979-06
Q80345478,Kofi Badu,1979-06,1979-06
,Nii Anyetei Kwakwranya,1979-06,1979-09
,Thomas G. Abilla,1979,1981-12-30
,Nii Anyetei Kwakwranya(Secretary for Youth and Sports),1981,1982
,Zaya Yeebo(Secretary for Youth and Sports),1982,1983
Q105605687,Amarkai Amarteifio,1983,1986
Q108790454,Ato Austin,1986,1988
,Kwame Saarah Mensah(Secretary for Youth and Sports),1988,1991
Q16199889,Arnold Quainoo,1991,1993-01
Q5379334,Enoch Teye Mensah,1993-02,2001-01
,Mallam Isa,2001-02,2001-03
Q1698546,Papa Owusu-Ankomah,2001-08,2001-10
,E. Osei Kweku,2001-11,2003-04
Q1794877,Kwadwo Baah Wiredu,2003-04,2005-02
Q2599806,Yaw Osafo-Maafo,2005-02,2006-05
Q1698546,Papa Owusu-Ankomah,2006-05,2007-08
Q1237560,Dominic Fobih,2007-08,2009-01
Q16733008,Muntaka Mohammed Mubarak,2009-02,2009-06
Q4665233,Abdul-Rashid Pelpuo,2009-07,2010-01
Q4701911,Akua Sena Dansua,2010-02,2011-01
Q5131356,Clement Kofi Humado,2011-02,2012-07
Q5131356,Clement Kofi Humado,2012-07,2013-01
Q16148390,Elvis Afriyie Ankrah,2013-02,2014-07
Q6732981,Mahama Ayariga,2014-07,2015-03
Q84561754,Mustapha Ahmed,2015-03,2016-01
Q16734231,Nii Lante Vanderpuye,2016-01,2017-01
Q33108613,Isaac Kwame Asiamah,2017-02,2021-01
Q84360315,Mustapha Ussif,2021-03,
