item,itemLabel,startDate,endDate
Q7591409,Boahene Yeboah-Afari,1956,1956
Q54808153,Francis Yao Asare,1957,1960
Q1778897,Kojo Botsio,1960,1962
Q54808314,Lawrence Rosario Abavana,1962,1962
Q6438717,Krobo Edusei,1963,1965
Q65070687,F. A. Jantuah,1965,1966-02-24
Q104553104,Jacob Ofori Torto,1967,1968
Q16001285,Albert Adomakoh,1968,1969
Q104553437,Kankam Twum Barima,1969,
Q58895613,Kwame Safo-Adu,,1972-01-13
Q5216360,Major-General Daniel Addo,1972,1973
Q1442948,Colonel Frank Bernasko,1973,1975
Q1442948,Colonel Frank Bernasko,1975,1976
,Lt. Col. Paul K. Nkegbe,1977,1979
Q7004615,Neville Alexander Odartey-Wellington,1979,1979
,Colonel Samuel Akwagiram,1979,1979-06-04
,Abayifa Karbo,1979,1979
,E. Kwaku Twumasi,1979,
,E. K. Andah,,1980-12
Q97940223,Nelson Agbesi,1980-12,1981-12-31
Q109335304,Eugene Bortei-Doku,1982-01,1983-12
Q98032427,John Ndebugre,1984,1985
,Isaac Adjei-Marfo,1985,1986
Q30688486,Steve Obimpeh,1986,1992
Q99929822,Ibrahim Issaka Adam,1992,1993-01-07
Q99929822,Ibrahim Issaka Adam,1993,1996
Q30688486,Steve Obimpeh,1996,1997
,Kwabena Agyei (MP),1997,1998
,J. H. Owusu-Acheampong (MP),1998,2001-01-07
Q331645,Courage Quashigah,2001-02-01,2005
Q1356193,Ernest Akubuor Debrah,2005-02-01,2009-01-07
Q16107187,Kwesi Ahwoi,2009,2012-10-24
Q16107187,Kwesi Ahwoi,2012-10-24,2013-01-07
Q5131356,Clement Kofi Humado,2013-01-30,2014-07-16
Q16196930,Fiifi Fiavi Franklin Kwetey,2014-07-16,2016-02-03
Q16733771,Alhaji Mohammed Muniru Limuna,2016-02-03,2017-01-07
Q31718297,Owusu Afriyie Akoto,2017-01-28,
